,ingredientID,ingredient
130,1684,all-purpose flour
131,16255,half-and-half
132,23274,vegetable broth
133,4279,sliced carrots
134,4409,chopped fresh parsley
135,16159,chopped fresh basil
136,20244,red pepper flakes
137,2155,salt to taste
138,1517,ground black pepper to taste
139,18710,yellow cake mix
140,3494,instant coconut cream pudding mix
141,5107,dried tarragon
142,16317,lemon-lime flavored carbonated beverage
143,6305,lemon juice
144,6307,eggs
145,4397,vegetable oil
146,4786,cooking spray
147,10057,olive oil
148,4317,"onion, chopped"
149,16223,"red bell pepper, chopped"
150,20551,vegetarian refried black beans
151,3717,"corn kernels, thawed"
152,4431,"cream cheese, softened"
153,5588,ground cumin
154,4582,salt and ground black pepper to taste
155,23274,loosely packed and chopped fresh cilantro
156,5112,"canned green chiles, undrained"
157,4342,tomato salsa
158,16403,tomato sauce
159,21785,vegetable broth
160,16215,"lime, juiced"
161,5012,"garlic, peeled"
162,4572,dried oregano
163,16261,flour tortillas
164,6307,"shredded Cheddar cheese, divided"
165,14388,chopped avocado
166,16157,chopped tomatoes
167,4381,"sour cream, or to taste"
168,4397,olive oil
169,4342,refrigerated cheese tortellini
170,16255,"butter, divided"
171,16421,sliced baby portobello mushrooms
172,16406,finely chopped onion
173,16396,"garlic, minced"
174,16407,half-and-half
175,16238,salt
176,16423,ground black pepper
177,2829,garlic powder
178,5520,cayenne pepper
179,5821,grated Parmesan cheese
180,5375,"chopped fresh thyme, or to taste"
181,20453,dry lentils
182,3701,chicken bouillon
183,4397,"Mexican chorizo, casing removed and meat crumbled"
184,4342,bacon
185,2496,"Roma (plum) tomato, diced"
186,3717,"tomatillo, diced"
187,20551,"white onion, diced"
188,21130,"garlic, minced"
189,16261,water
190,1527,"cilantro, chopped"
191,3789,cumin
192,16258,"crumbled cotija cheese, divided"
193,16386,"sour cream, divided"
194,4357,confectioners' sugar
195,4978,shredded coconut
196,5207,cream
197,16386,ground cinnamon
198,7328b3d8d7e33ba97ef8dbe91626ecdc,"kale, shredded"
199,9725,"Honeycrisp apples, thinly sliced"
200,5107,"pomegranate, seeds only"
201,4663,ground cinnamon
202,16423,Dressing:
203,20244,extra-virgin olive oil
204,5274,lemon juice
205,16421,"shallot, thinly sliced"
206,16406,chopped fresh thyme
207,2496,ground black pepper to taste
208,4397,crushed red pepper flakes
209,4279,"Pork, fresh, leg (ham), shank half, separable lean and fat, raw"
210,16381,salt
211,23383,ground black pepper
212,2362,boiling water
213,1526,"onion, finely chopped"
214,2496,"carrot, chopped"
215,16347,caraway seeds
216,2496,"black peppercorns, crushed"
217,6300,active dry yeast
218,1502,sugar
219,16421,warm water (110 degrees F/45 degrees C)
220,1686,evaporated milk
221,16157,warm water
222,2960,"shortening, melted"
223,6307,honey
224,16406,salt
225,4279,bread flour
226,4397,"butter, melted"
227,4378,"firm tofu, diced into 1/2-inch pieces"
228,4342,"olive oil, divided"
229,16418,ground black pepper
230,2496,"carrots, diced"
231,23274,"onion, chopped"
232,1644,sliced fresh mushrooms
233,4357,"garlic, minced"
234,2871,ground turmeric
235,4786,water
236,4405,vegetable broth
237,6307,quinoa
238,4432,"kale, chopped"
239,4397,miso paste
240,4342,"red bell pepper, chopped"
241,4529,"green onions, sliced"
242,4522,olive oil
243,4516,"bell peppers, chopped"
244,10498,"onions, chopped"
245,4314,"garlic, chopped"
246,2779,"zucchini, chopped"
247,2795,"yellow squash, chopped"
248,2819,chopped fresh spinach
249,3640,diced tomatoes
250,23274,"whole kernel corn, drained"
251,16385,"black beans, rinsed and drained"
252,16403,"kidney beans, rinsed and drained"
253,20551,"garbanzo beans, rinsed and drained"
254,2496,tomato paste
255,21042,vegetable broth
256,5015,chili powder
257,4994,dried oregano
258,4279,ground cumin
259,6379,salt and ground black pepper to taste
260,19315,warm water
261,1525,ground flaxseed
262,16424,"over-ripe bananas, mashed"
263,1684,applesauce
264,22082,grated carrots
265,2356,vegetable oil
266,16386,almond milk
267,16401,brown sugar
268,2359,vanilla extract
269,16387,all-purpose flour
270,16421,quick oats
271,9725,baking powder
272,4342,ground cinnamon
273,4664,ground nutmeg
274,16403,baking soda
275,16421,ground cloves
276,9320,salt
277,27815,extra-virgin olive oil
278,2112,"garlic, finely chopped, divided"
279,16238,crushed tomatoes
280,16317,dried oregano
281,4409,"salt, divided"
282,5017,"turkey sausage, casings removed and crumbled"
283,3686,lean ground turkey
284,2496,plain dry bread crumbs
285,3725,freshly grated Parmesan cheese
286,16422,eggs
287,1502,chopped fresh parsley
288,4342,fresh blackberries
289,18744,ketchup
290,5111,water
291,1636,"fresh jalapeno peppers, sliced"
292,2496,cider vinegar
293,6531,honey
294,6305,"garlic, minced"
295,ba45e437c0d5783d17b992abd8c67874,liquid smoke flavoring
296,4357,"limes, juiced"
297,26711,cornstarch
298,5194,water
299,34997,chicken wings
300,5015,vegetable oil
301,3743,salt and ground black pepper to taste
302,10843,chopped kale
303,5235,frozen mango chunks
304,5107,frozen pineapple chunks
305,8817,"almond-coconut milk, or more if needed"
306,4147,banana
307,4397,chia seeds
308,ba45e437c0d5783d17b992abd8c67874,flax seed
309,2496,frozen sliced strawberries
310,18765,lemon juice
311,2795,"granular sucralose sweetener (such as Splenda®), or to taste"
312,16835,lean ground beef
313,4371,"onion, finely diced"
314,4572,salt and ground black pepper to taste
315,16215,water
316,11390,taco seasoning mix
317,16223,"dark red kidney beans, drained"
318,16243,"nacho cheese-flavored corn chips (such as Doritos®), crushed"
319,27959,"romaine lettuce, chopped"
320,16317,"tomatoes, diced"
321,16319,"shredded Cheddar cheese, or more to taste"
322,16424,"Catalina salad dressing, or to taste"
323,16317,"cream cheese, softened"
324,9c5dcfa759dc151839d5877c0a18e4af,ricotta cheese
325,27093,low-calorie natural sweetener (such as Swerve®)
326,27975,eggs
327,6494,egg yolks
328,6305,vanilla extract
329,20318,eggs
330,20269,salt and freshly ground black pepper to taste
331,12341,gluten-free flour
332,18888,Gluten free crackers
333,4409,"boneless, skinless chicken breast, cut in 1-inch pieces ,vegetable oil"
334,6307,"Yukon Gold potatoes, unpeeled"
335,16423,"red onion, thinly sliced"
336,16421,sliced pitted Kalamata olives
337,16406,red wine vinegar
338,1526,chopped fresh parsley
339,16158,olive oil
340,6294,chopped fresh thyme leaves
341,16391,salt
342,6496,pepper
343,4978,white sugar
344,4292,plain yogurt
345,4405,mayonnaise
346,10866,curry powder
347,5219,shredded cooked chicken breast
348,ba45e437c0d5783d17b992abd8c67874,"apple, peeled and diced"
349,2750,"celery, diced"
350,9c5dcfa759dc151839d5877c0a18e4af,"green onion, finely chopped, or more to taste"
351,16339,sliced almonds
352,20205,raisins
353,1536,salt and ground black pepper to taste
354,12057,frozen salmon fillets
355,16421,salt and freshly ground black pepper to taste
356,16223,unsalted butter
357,6300,bourbon
358,1526,pure maple syrup
359,16317,"Sriracha sauce, or more to taste"
360,1684,salt
361,16278,"cream cheese, softened"
362,5110,shortening
363,2356,white sugar
364,16421,eggs
365,1526,unsifted all-purpose flour
366,5107,milk
367,1526,grated lemon zest
368,18930,baking powder
369,5233,salt
370,16423,white sugar
371,6494,lemon juice
372,18930,white sugar
373,2882,balsamic vinegar
374,2496,sliced fresh strawberries
375,1525,fresh thyme
376,6307,"skinless, boneless chicken breasts, cut into pieces"
377,18426,salt and ground black pepper to taste
378,4342,balsamic vinegar
379,16397,soy sauce
380,26958,water
381,5107,brown sugar
382,6d524b0cf154936052a9c48bd6761d37,"olive oil, or more as needed"
383,f0ed9c72fe4cc05e47eb87b4ea1b7837,"all fruit, no sugar added peach preserves"
384,2750,"garlic, minced"
385,9c5dcfa759dc151839d5877c0a18e4af,ground ginger
386,3752,"Asian chili garlic sauce, or to taste"
387,4405,lemon juice
388,4cd35a42fe85e28ded4766b9c2e7865f,aluminum foil
389,16223,cooking spray
390,11137,salmon (1-inch thick)
391,3810,salt and freshly ground black pepper to taste
392,4432,sesame seeds
393,4405,"green onion, thinly sliced"
394,16421,lemon juice (optional)
395,f0ed9c72fe4cc05e47eb87b4ea1b7837,"cream cheese, softened"
396,6057,"canned crushed pineapple, drained"
397,19315,chopped pecans
398,5015,chopped green bell pepper
399,1417,chopped green onion
400,1536,"salt, or to taste"
401,2356,cooking spray
402,16424,rolled oats
403,16421,almond milk
404,21172,"ripe banana, mashed"
405,20700,cocoa powder
406,2496,maple syrup
407,3522,baking powder
408,16258,vanilla extract
409,16294,salt
410,20382,vegan chocolate chips
411,25418,ground coffee beans
412,16259,water
413,16157,cold brew coffee
414,5110,whipping cream
415,5107,sweetened condensed milk
416,16409,ice cubes
417,1502,sugar-free chocolate flavoring syrup (such as Torani®)
418,19315,whipped cream for garnish
419,1536,"salted butter, softened"
420,1636,"lemon, zested"
421,16424,lemon juice
422,16317,poppy seeds
423,16339,honey
424,4397,unsweetened almond milk
425,4292,maple syrup
426,3707,cornstarch
427,4342,vanilla extract
428,20316,eggs
429,23274,unsalted butter
430,3452,"onion, chopped"
431,21076,"celery, chopped"
432,4267,"baby carrots, chopped"
433,3139,minced garlic
434,ba45e437c0d5783d17b992abd8c67874,"red potatoes, chopped"
435,1684,vegetable broth
436,1526,beer
437,16421,coarse-grain mustard
438,2356,shredded cabbage
439,16278,chopped cooked corned beef
440,16339,salt and ground black pepper to taste
441,16258,all-purpose flour
442,3494,white sugar
443,1670,salt
444,16421,baking powder
445,2496,milk
446,2496,"unsalted butter, melted and cooled"
447,16339,heavy cream
448,16421,lemon-lime flavored carbonated beverage
449,1684,durum wheat semolina flour (such as Bob's Red Mill®)
450,1684,salt
451,16317,"water, or as needed, at room temperature"
452,16229,water
453,5267,unsalted butter
454,1684,salt
455,1526,all-purpose flour
456,7785,all-purpose flour
457,16421,eggs
458,16287,grated Gruyere cheese
459,16319,"deli ham, finely chopped"
460,16424,all-purpose flour
461,16339,white sugar
462,5233,baking powder
463,5233,salt
464,1526,cold buttermilk
465,5106,egg yolk
466,16258,vanilla extract
467,1526,"cold unsalted butter, cubed"
468,16424,sliced strawberries
469,16278,"ripe strawberries, hulled and quartered"
470,16317,white sugar
471,16421,"lemon, zested"
472,16424,heavy whipping cream
473,2104,"white sugar, or more to taste"
474,6307,vanilla extract
475,1536,milk
476,16386,egg
477,1718,salt
478,16133,vanilla extract
479,1526,bread
480,5595,olive oil
481,2882,maple syrup
482,1636,ground cinnamon
483,6379,spaghetti
484,22005,chicken broth
485,4342,white sugar
486,4405,hoisin sauce
487,3767,soy sauce
488,5051,cornstarch
489,2496,vegetable oil
490,1417,"uncooked medium shrimp, peeled and deveined"
491,16421,"garlic, minced"
492,5015,"green onions, chopped"
493,1417,raw almonds
494,16382,"dates, pitted and roughly chopped"
495,16421,"water, or as needed"
496,21172,cocoa powder
497,2819,salt
498,2858,bananas
499,1536,cocoa powder
500,1767,ground cardamom
501,16424,salt
502,16421,vegan chocolate chips
503,1338,"chickpeas, drained"
504,2850,peanut butter
505,1350,"pure maple syrup, or to taste"
506,29745,all-purpose flour
507,1526,vanilla extract
508,16317,salt
509,1526,vegan chocolate chips
510,19360,peanuts
511,8310,"Frozen desserts, ice cream, vanilla"
512,9972,large egg yolks
513,2392,"Sugars, granulated"
514,1416,"eggs, separated, divided"
515,4529,sugar
516,f0ed9c72fe4cc05e47eb87b4ea1b7837,mascarpone cheese
517,16157,"amaretto liqueur, divided"
518,4397,"brewed espresso, cooled"
519,4342,ladyfingers (about 30)
520,16223,"cocoa powder, or as needed"
521,2698,"zucchini, spiralized"
522,4421,cooking spray
523,22106,salted butter
524,ba45e437c0d5783d17b992abd8c67874,chopped onion
525,10866,"garlic, crushed"
526,6307,"cream cheese, softened"
527,4286,"tuna, drained"
528,4366,frozen peas
529,4279,shredded sharp Cheddar cheese
530,4378,salt and ground black pepper to taste
531,20337,"sliced almonds, or to taste"
532,1684,olive oil
533,2879,"cauliflower, cut into 1/2-inch pieces"
534,16380,"leek, cut into 1/2-inch rounds"
535,18774,"carrot, cut into 1/2 inch slices"
536,16423,"mushrooms, cut into 1/2-inch pieces"
537,18766,sherry vinegar
538,18873,all-purpose flour
539,16421,soy milk
540,16406,bay leaf
541,1684,chopped fresh tarragon
542,2356,chopped fresh thyme
543,16421,chopped fresh oregano
544,6307,Dijon mustard
545,2496,salt
546,5133,ground black pepper
547,e2feb79b9f4571ef16d430c2159aedd1,all-purpose flour
548,1684,baking powder
549,1527,salt
550,1416,olive oil
551,2356,"water, or more as needed"
552,16421,diced olives
553,16278,nonstick cooking spray
554,6305,all-purpose flour
555,20332,powdered sugar
556,6307,unsweetened cocoa powder
557,2882,baking powder
558,7842,salt
559,1502,milk
560,4342,vegetable oil
561,20607,chocolate extract
562,2606,olive oil
563,5107,soy sauce
564,16421,vinegar
565,16407,honey
566,16403,"garlic, minced"
567,16417,tilapia fillets
568,20244,"sardines packed in olive oil, drained (such as King Oscar®)"
569,4342,fresh lemon
570,3702,salt and ground black pepper to taste
571,16427,cayenne pepper
572,17572,dried oregano
573,1525,dried thyme
574,2359,"crushed red pepper flakes, or to taste"
575,2356,"garlic cloves, chopped"
576,16411,chopped sun-dried tomatoes
577,16386,capers
578,16421,whole wheat pastry flour
579,16318,brown sugar
580,4808,baking soda
581,16424,baking powder
582,1338,pumpkin pie spice
583,1684,cinnamon
584,1527,salt
585,16421,egg whites
586,16157,pumpkin puree
587,16317,vanilla extract
588,5112,chocolate chips
589,1684,all-purpose flour
590,1526,confectioners' sugar
591,20455,salt
592,2356,butter
593,20488,eggs
594,1527,lime juice
595,5112,all-purpose flour
596,20455,white sugar
597,22011,"grated lime peel, or more to taste (Optional)"
598,6307,baking powder
599,4342,"green food coloring, or as desired (Optional)"
600,4572,confectioners' sugar
601,5121,lime juice
602,5012,grated lime peel (Optional)
603,4432,cooked small shrimp
604,5112,"olive oil, or to taste"
605,4657,"garlic, minced"
606,1526,salt to taste
607,3717,"tomatoes, diced"
608,20314,"mango, diced"
609,5112,"avocado, diced"
610,2351,"green bell pepper, diced"
611,4442,lime juice
612,16421,"green chile pepper, diced"
613,16157,white sugar
614,16317,chopped fresh cilantro
615,16191,tequila (Optional)
616,1684,lime juice
617,5201,"warm corn tortillas, or as needed"
618,22038,russet potatoes
619,16157,salt
620,1526,"butter, softened"
621,2112,"eggs, beaten"
622,5912b458e6bed2c2b36726ee4672a458,farina
623,4371,"all-purpose flour, or as needed"
624,4572,Italian prune plums
625,5012,white sugar
626,20269,"butter, melted"
627,2779,white sugar
628,5112,dry bread crumbs
629,1502,additional melted butter and sugar for garnish (optional)
630,4342,"romaine lettuce, chopped"
631,20551,"tomatoes (such as Campari®), cut into wedges"
632,16421,"avocados - peeled, pitted, and cubed"
633,1ddf514ba70af6f41aea25a3ea6e597f,"red onion, halved and thinly sliced"
634,9725,"black beans, rinsed and drained"
635,2750,fresh lime juice
636,17600,honey
637,4397,"garlic, minced"
638,4786,ground cumin
639,4409,salt
640,16317,freshly ground black pepper to taste
641,4342,extra-virgin olive oil
642,7428,"boneless, skinless salmon fillets"
643,18741,baking mix (such as Bisquick®)
644,20235,diced onion
645,1632,diced red bell pepper
646,6305,freshly chopped parsley
647,2377,egg
648,5233,"garlic, minced"
649,1526,Worcestershire sauce
650,16317,seasoned salt
651,5375,seafood seasoning (such as Old Bay®)
652,4397,cornmeal
653,18930,vegetable oil
654,1536,refrigerated pie crust
655,2496,diced fresh strawberries
656,6305,white sugar
657,16390,"egg, beaten"
658,4657,"smoked bacon, diced"
659,4343,finely chopped onions
660,4342,high-quality balsamic vinegar
661,4397,real maple syrup
662,1526,"water, divided"
663,4572,vegetable oil
664,3640,cumin seeds
665,16418,"green chile peppers, sliced"
666,18844,"grated fresh ginger ,garlic, minced"
667,18699,"onion, chopped"
668,34774,white sugar
669,20473,"tomatoes, chopped"
670,3717,tomato paste
671,4267,ground turmeric
672,20270,ground coriander
673,4279,red chile powder
674,20847,"jackfruit, cut into 2-inch pieces"
675,16421,garam masala
676,2496,salt to taste
677,7842,chopped fresh cilantro
678,16403,"cabbage, finely shredded"
679,5320,"white onion, halved and sliced 1/4-inch thick"
680,16421,"carrot, grated"
681,16317,"red bird's eye chile peppers, grated"
682,16238,"salt, or to taste"
683,22884,boiling water
684,16421,vinegar
685,16406,oregano
686,16396,"boneless pork chops, 1/2-inch thick"
687,10536,salt and ground black pepper to taste
688,5861,egg
689,17977,grated Parmesan cheese
690,16215,almond flour
691,16317,salt
692,16278,pepper
693,16421,garlic powder
694,1684,avocado oil cooking spray
695,1525,ground pork sausage
696,2356,"refrigerated crescent roll dough, or as needed"
697,16386,"mild Cheddar cheese, shredded"
698,2359,eggs
699,16421,milk
700,16397,salt
701,16387,ground black pepper to taste
702,16339,all-purpose flour
703,4808,brown sugar
704,16158,baking powder
705,16424,ground cinnamon
706,3810,baking soda
707,16157,salt
708,1527,ground ginger
709,16278,ground cloves
710,16424,"cold unsalted butter, cut into chunks"
711,16157,pumpkin puree
712,4397,plain yogurt
713,16391,vanilla extract
714,1684,chopped pecans
715,16421,butter
716,1526,confectioners' sugar
717,16397,"milk, or more as needed"
718,16133,vanilla extract
719,16278,butter
720,6442,minced onion
721,5107,curry powder
722,16403,all-purpose flour
723,16385,salt
724,9725,white sugar
725,16225,ground ginger
726,2496,chicken broth
727,1637,milk
728,4335,"cubed, cooked chicken"
729,4572,lemon juice
730,4432,dried oregano
731,20269,chili powder
732,5133,extra-virgin olive oil
733,7822,"feta cheese, cubed"
734,9725,water
735,4342,"couscous ,cucumber, seeded and chopped"
736,9725,"tomato, chopped"
737,18930,"green bell pepper, chopped"
738,18875,"red onion, chopped"
739,2882,pitted black olives
740,4086,pitted green olives
741,16421,extra-virgin olive oil
742,4342,"garlic, minced"
743,16423,extra-virgin olive oil
744,6307,balsamic vinegar
745,6307,white wine vinegar
746,29267,soy sauce
747,21796,filet mignon
748,5111,salt
749,16422,"garlic, minced"
750,16421,fresh thyme
751,be3be1bba433ade09744131fbd6cf966,"olive oil, or as needed"
752,6300,olive oil
753,16317,"ripe avocados, cubed"
754,6305,Greek yogurt
755,5140,"lime, juiced"
756,1526,apple cider vinegar
757,19084,salt
758,16421,ground black pepper to taste
759,1526,"vegetable shortening, room temperature"
760,16386,"eggs, separated"
761,11039,vegetable oil
762,16157,orange juice
763,16424,white sugar
764,16223,matzo cake meal
765,1527,salt
766,2858,white sugar
767,3789,ground cinnamon
768,1416,"Granny Smith apples - peeled, cored, and quartered"
769,1338,"butter, softened"
770,6300,vanilla extract
771,1684,"cream cheese, softened"
772,1526,confectioners' sugar
773,2359,creamy peanut butter (Optional)
774,16386,flaked coconut (Optional)
775,16421,unsweetened cocoa powder (Optional)
776,16401,semisweet chocolate pieces
777,4279,shortening or vegetable oil (Optional)
778,5148,all-purpose flour
779,6305,white sugar
780,16317,baking soda
781,16424,ground cinnamon
782,5145,salt
783,5107,ground nutmeg
784,1636,shredded carrots
785,5235,"mandarin oranges, drained"
786,2879,vegetable oil
787,1526,eggs
788,8817,vanilla extract
789,27581,grated orange zest
790,20231,lemon juice
791,22005,cornstarch
792,5107,frozen strawberries
793,4292,soy milk
794,6294,white sugar
795,20269,"granular sucrolose sweetener (such as Splenda®), or to taste"
796,20269,"citric acid powder (sour salt), or to taste"
797,16419,imitation crabmeat
798,20235,"uncooked shrimp, peeled and deveined"
799,9c5dcfa759dc151839d5877c0a18e4af,"lemon juice, divided"
800,10170,minced celery
801,10498,mayonnaise (such as Hellmann's®)
802,4397,minced red onion
803,10538,minced red onion
804,20551,minced fresh dill
805,16403,seafood seasoning (such as Old Bay®)
806,16385,salt and freshly ground black pepper to taste
807,16404,"green lentils, sorted and rinsed"
808,16396,"petite diced tomatoes ,onion, diced"
809,16402,jarred minced garlic
810,16421,ground cumin
811,16133,dried oregano
812,6522,chili powder
813,4286,paprika
814,6307,garlic powder
815,16157,onion powder
816,6307,"salt, or more to taste ,chicken broth"
817,4397,"bone-in, skin-on chicken thighs, or more to taste"
818,1684,cauliflower florets
819,16278,olive oil
820,16421,butter
821,16406,olive oil
822,16215,minced onion
823,22318,all-purpose flour
824,2793,milk
825,20316,salt
826,2829,ground black pepper
827,9725,grated Cheddar cheese
828,4378,"panko bread crumbs, or to taste"
829,4397,dry kidney beans
830,4786,"red potatoes, peeled and diced"
831,4292,brown lentils
832,4279,extra-virgin olive oil
833,20447,"fresh mushrooms, finely diced"
834,4663,"yellow onion, diced"
835,4342,"red bell pepper, diced"
836,20699,"celery, diced"
837,16403,"carrot, diced"
838,20245,"habanero pepper, seeded and diced"
839,2829,"shallot, minced"
840,1620,"garlic, minced"
841,20453,"Italian parsley, finely chopped"
842,4279,dried oregano
843,4529,Italian seasoning
844,4237,red lentils
845,20212,buckwheat groats
846,2871,"Roma tomatoes, diced"
847,7846,"carrots, sliced"
848,18744,"zucchini, sliced"
849,16422,"fresh green beans, trimmed"
850,ba45e437c0d5783d17b992abd8c67874,vegetable bouillon
851,19183,brown miso
852,2356,yeast extract spread
853,16421,liquid smoke flavoring
854,1526,cider vinegar
855,1525,salt and ground black pepper to taste
856,16157,all-purpose flour
857,16317,baking powder
858,16424,salt
859,1526,white sugar
860,16157,brown sugar
861,4808,"butter, melted"
862,1684,eggs
863,16317,vanilla extract
864,16386,white sugar
865,16411,"butter, melted"
866,16401,pumpkin puree (such as Libby's®)
867,2356,all-purpose flour
868,16421,eggs
869,1526,ground cinnamon
870,16386,pumpkin pie spice
871,1684,ground nutmeg
872,16421,baking powder
873,2356,salt
874,2359,"white sugar, or to taste"
875,2496,"ground cinnamon, or to taste"
876,6305,all-purpose flour
877,6305,salt
878,6442,baking powder
879,4397,baking soda
880,4432,warm water
881,3717,vegetable oil
882,7822,vegetable oil
883,4342,"shredded, cooked chicken"
884,21754,"onion, diced"
885,3640,"green bell pepper, diced"
886,20482,chopped fresh cilantro
887,16339,sliced green olives
888,1338,"garlic, crushed"
889,1684,sazon seasoning with annato (such as Goya®)
890,1416,tomato paste
891,18866,salt and ground black pepper to taste
892,2356,vegetable oil for frying
893,1526,unsalted butter
894,16317,semisweet chocolate chips
895,16424,all-purpose flour
896,18427,unsweetened cocoa powder
897,5222,kosher salt
898,1338,baking powder
899,16258,white sugar
900,16339,eggs
901,18866,vanilla extract
902,9725,raspberry jam
903,5107,fresh raspberries
904,5140,semisweet chocolate chips
905,5112,heavy cream
906,4342,unsalted butter
907,16421,kosher salt
908,16406,extra virgin olive oil
909,4371,fresh lemon juice
910,4572,fresh orange juice
911,4496,fresh lime juice
912,20269,minced garlic
913,5012,"salt, or to taste"
914,4342,ground black pepper
915,16381,"romaine lettuce - rinsed, dried and chopped"
916,16421,"tomatoes, cut into 8 wedges"
917,6307,"radishes, thinly sliced"
918,4657,"red onion, thinly sliced"
919,4432,"avocado - peeled, pitted, and chopped"
920,4572,"garlic, diced"
921,16317,caraway seeds
922,35061,salt
923,19315,olive oil
924,28763,"mild chile peppers, chopped"
925,26848,"green bell peppers, seeded and chopped"
926,3522,"tomatoes, seeded and chopped"
927,4252,eggs
928,6379,salt and ground black pepper to taste
929,9722,sugar-free white chocolate-flavored syrup (such as Torani®)
930,4342,unsweetened almond milk
931,2e4e85387f1405fc6ff46020afff6dc2,powdered peanut butter (such as PB2®)
932,3752,stevia sweetener (such as Truvia®) (Optional)
933,16339,coffee
934,1525,purple sprouting broccoli
935,25139,vegetable oil
936,16317,toasted sesame oil
937,16424,"garlic, thinly sliced"
938,1683,salt to taste
939,16386,"toasted sesame seeds, or to taste"
940,2356,"unsalted butter, softened"
941,2359,packed brown sugar
942,16421,nonfat plain Greek yogurt
943,6057,egg
944,8609,vanilla extract
945,6494,whole wheat flour
946,2882,ground cinnamon
947,1525,baking powder
948,9c5dcfa759dc151839d5877c0a18e4af,baking soda
949,8336,salt
950,1636,old-fashioned oats
951,22005,semi-sweet chocolate chips
952,6309,"boneless skinless chicken breasts, cubed"
953,5188,dark soy sauce
954,4342,soft brown sugar
955,4279,salt and freshly ground black pepper to taste
956,3698,Shaoxing rice wine
957,4786,"cornstarch, divided"
958,1651,"uncooked shrimp, peeled and deveined"
959,16317,"sesame oil, divided"
960,e2feb79b9f4571ef16d430c2159aedd1,fresh pineapple
961,17388,"garlic, finely chopped"
962,2496,"carrot, peeled and chopped"
963,6305,"yellow bell pepper, chopped"
964,16317,"red bell pepper, chopped"
965,1350,cooked rice
966,2173,"eggs, beaten"
967,21057,nonstick cooking spray
968,16258,devil's food cake mix
969,1527,water
970,df2968c06cd224d4681f8cd757531dd7,oil
971,b7b79c507793f1ddd8d13dfbcb42c1b5,eggs
972,2653,"vanilla ice cream, slightly softened"
